"name","city","verified","reason"
"Jimmie Austin Golf Club","Norman, OK","","OGA data failed sanity gate"
"Generations Golf Course","Marlow, OK","","OGA data failed sanity gate"
"Cherokee Hills Golf Club","Catoosa, OK","","OGA data failed sanity gate"
"Brent Bruehl Memorial Golf Course","OK","","OGA data failed sanity gate"
