"name","state","city","tee","rating","slope","women_rating","women_slope","yardage","pars","sis"
"Cypress Lakes Golf Club","FL","Cantonment","Tee I","70.7","123","","","6396","4 5 4 3 5 4 4 3 4 4 5 4 4 3 4 4 3 4","1 7 17 15 9 3 11 13 5 12 10 16 6 14 2 8 18 4"
"Cypress Lakes Golf Club","FL","Cantonment","Tee II","69.3","120","","","6099","4 5 4 3 5 4 4 3 4 4 5 4 4 3 4 4 3 4","1 7 17 15 9 3 11 13 5 12 10 16 6 14 2 8 18 4"
"Cypress Lakes Golf Club","FL","Cantonment","Tee III","65.7","114","70.7","116","5343","4 5 4 3 5 4 4 3 4 4 5 4 4 3 4 4 3 4","1 7 17 15 9 3 11 13 5 12 10 16 6 14 2 8 18 4"
"Cypress Lakes Golf Club","FL","Cantonment","Tee IV","64.7","112","69.5","114","5064","4 5 4 3 5 4 4 3 4 4 5 4 4 3 4 4 3 4","1 7 17 15 9 3 11 13 5 12 10 16 6 14 2 8 18 4"
"Cypress Lakes Golf Club","FL","Cantonment","Tee V","61.4","105","64","102","4119","4 5 4 3 5 4 4 3 4 4 5 4 4 3 4 4 3 4","1 7 17 15 9 3 11 13 5 12 10 16 6 14 2 8 18 4"
"Cypress Lakes Golf Club","FL","Cantonment","Tee VI","58.2","99","60.2","93","3416","4 5 4 3 5 4 4 3 4 4 5 4 4 3 4 4 3 4","1 7 17 15 9 3 11 13 5 12 10 16 6 14 2 8 18 4"
