name,state,city,tee,rating,slope,women_rating,women_slope,yardage,pars,sis
The Clubs of Prestonwood - The Hills,TX,Dallas,Gold,71.6,144,79.1,152,6412,4 4 5 3 4 4 5 3 4 4 5 3 5 4 3 4 4 4,7 5 3 13 9 1 17 11 15 14 4 18 2 10 16 6 8 12
The Clubs of Prestonwood - The Hills,TX,Dallas,Gold/Blue,70.4,143,77.4,149,6176,4 4 5 3 4 4 5 3 4 4 5 3 5 4 3 4 4 4,7 5 3 13 9 1 17 11 15 14 4 18 2 10 16 6 8 12
The Clubs of Prestonwood - The Hills,TX,Dallas,Blue,69.7,135,76.1,148,5980,4 4 5 3 4 4 5 3 4 4 5 3 5 4 3 4 4 4,7 5 3 13 9 1 17 11 15 14 4 18 2 10 16 6 8 12
The Clubs of Prestonwood - The Hills,TX,Dallas,Blue/Green,68.5,132,74.7,147,5768,4 4 5 3 4 4 5 3 4 4 5 3 5 4 3 4 4 4,7 5 3 13 9 1 17 11 15 14 4 18 2 10 16 6 8 12
The Clubs of Prestonwood - The Hills,TX,Dallas,Green,67.9,128,73.4,143,5583,4 4 5 3 4 4 5 3 4 4 5 3 5 4 3 4 4 4,7 5 3 13 9 1 17 11 15 14 4 18 2 10 16 6 8 12
The Clubs of Prestonwood - The Hills,TX,Dallas,Red,66.3,114,70.6,128,5081,4 4 5 3 4 4 5 3 4 4 5 3 5 4 3 4 4 4,7 5 3 13 9 1 17 11 15 14 4 18 2 10 16 6 8 12
The Clubs of Prestonwood - The Hills,TX,Dallas,Green/Red,67.1,121,72.1,136,5316,4 4 5 3 4 4 5 3 4 4 5 3 5 4 3 4 4 4,7 5 3 13 9 1 17 11 15 14 4 18 2 10 16 6 8 12
The Clubs of Prestonwood - The Hills,TX,Dallas,Family,59.8,113,61.2,116,3476,4 4 5 3 4 4 5 3 4 4 5 3 5 4 3 4 4 4,7 5 3 13 9 1 17 11 15 14 4 18 2 10 16 6 8 12
