course_id,name,city,state,phone,website,address,postal,lat,lng
copper-hills-oxford,Copper Hills Golf Club,Oxford,MI,(248) 969-9808,https://copperhills.com,2125 Lakeville Rd,48370,42.818636,-83.190051
