"name","state","city","tee","rating","slope","women_rating","women_slope","yardage","pars","sis"
"Tanglewood Golf Club - Reynolds Course","NC","Clemmons","Championship","73.2","136","","","6567","5 4 3 4 4 4 5 3 4 4 4 3 5 4 5 4 3 4","1 5 17 9 7 13 3 15 11 4 12 16 10 14 6 8 18 2"
"Tanglewood Golf Club - Reynolds Course","NC","Clemmons","Regular","70.8","130","76.5","136","6086","5 4 3 4 4 4 5 3 4 4 4 3 5 4 5 4 3 4","1 5 17 9 7 13 3 15 11 4 12 16 10 14 6 8 18 2"
"Tanglewood Golf Club - Reynolds Course","NC","Clemmons","Front","69.3","122","74.4","131","5694","5 4 3 4 4 4 5 3 4 4 4 3 5 4 5 4 3 4","1 5 17 9 7 13 3 15 11 4 12 16 10 14 6 8 18 2"
"Tanglewood Golf Club - Reynolds Course","NC","Clemmons","Senior","64.6","114","","","4611","5 4 3 4 4 4 5 3 4 4 4 3 5 4 5 4 3 4","1 5 17 9 7 13 3 15 11 4 12 16 10 14 6 8 18 2"
"Tanglewood Golf Club - Reynolds Course","NC","Clemmons","Ladies","","","68.4","120","4611","5 4 3 4 4 4 5 3 4 4 4 3 5 4 5 4 3 4","1 5 17 9 7 13 3 15 11 4 12 16 10 14 6 8 18 2"
"Tanglewood Golf Club - Reynolds Course","NC","Clemmons","Family","58.5","103","59.9","105","3156","5 4 3 4 4 4 5 3 4 4 4 3 5 4 5 4 3 4","1 5 17 9 7 13 3 15 11 4 12 16 10 14 6 8 18 2"
